targetNum,lexStatus,target,prime_cond1,prime_cond2,prime_cond3,prime_cond4,prime_cond5,prime_cond6,prime_cond7,prime_cond8,prime_cond9,prime_cond10,prime_cond11,prime_cond12,prime_cond13,prime_cond14,prime_cond15,prime_cond16,prime_cond17,prime_cond18,prime_cond19,prime_cond20,prime_cond21,prime_cond22,prime_cond23,prime_cond24,prime_cond25,prime_cond26,prime_cond27,prime_cond28
377,1,SYMBOL,symbol,ysmbol,sybmol,symblo,sbmyol,sombyl,symbl,symbo,syol,ysbmlo,bolsym,sym,myslob,bsoylm,slobmy,zymbol,skmbol,symboa,smabol,sydfol,symrbol,symghbol,sqzcfl,qsymbol,symbolv,symvvbol,iupzqf,inpace
378,1,SYNTAX,syntax,ysntax,sytnax,syntxa,stnyax,santyx,sytax,synta,syax,ystnxa,taxsyn,syn,nysxat,tsayxn,sxatny,uyntax,syntjx,syntah,snwtax,syzqax,synmtax,synfotax,swuqcx,hsyntax,syntaxe,synddtax,imougd,uprive
379,1,TAILOR,tailor,atilor,talior,tailro,taolir,toilar,tilor,tailo,taor,atliro,lortai,tai,iatrol,ltoari,trolia,nailor,taicor,tailok,tavior,tamqor,taizlor,taiqelor,txnzbr,wtailor,tailork,taipplor,wkemfu,cushem
380,1,THEORY,theory,hteory,theroy,theoyr,toehry,treohy,theoy,theor,thry,htoeyr,orythe,ory,ehtyro,otrhye,tyroeh,gheory,theony,theorv,tefory,thqfry,thexory,thedqory,tcszvy,ktheory,theorya,thezzory,pxncva,aplics
381,1,THREAD,thread,htread,thraed,threda,thaerd,tarehd,thred,threa,thad,hterda,eadthr,thr,rhtdae,etahdr,tdaerh,phread,threyd,threag,thrxed,thksad,thrcead,thrivead,tvmcbd,wthread,threadu,thrffead,xzbqgv,swinco
382,1,THRIVE,thrive,htrive,thrvie,thriev,tirhve,tvrihe,thive,thriv,thve,htirev,ivethr,thr,rhtevi,itvher,tevirh,bhrive,thribe,thrivg,thlrve,thgqve,thrnive,thrpmive,tgmkce,dthrive,thrivek,thrddive,yunplb,glanos
383,1,THRONE,throne,htrone,thrnoe,throen,torhne,tnrohe,thrne,thron,thne,htoren,onethr,thr,rhteno,otnher,tenorh,vhrone,tgrone,thronk,tharne,thmzne,thrkone,thrluone,tazjme,gthrone,thronew,thraaone,jubzfd,dickal
384,1,TONGUE,tongue,otngue,tonuge,tongeu,tougne,tungoe,tngue,tongu,toue,otgneu,gueton,gue,noteug,gtuoen,teugno,xongue,tyngue,tongux,tonage,toijue,tonkgue,tonadgue,tmrwle,wtongue,tonguef,tonddgue,ypxrsa,hablic
385,1,TRANCE,trance,rtance,tarnce,tranec,tnarce,tcanre,trane,tranc,trce,rtnaec,ncetra,nce,artecn,ntcrea,tecnar,vrance,trasce,trancy,trqace,trouce,trahnce,tramdnce,thvmse,vtrance,tranceh,trauunce,hqjlyg,hoblip
386,1,TRAVEL,travel,rtavel,trvael,travle,treval,teavrl,trvel,trave,trel,rtvale,veltra,tra,artlev,vterla,tlevar,hravel,trahel,traveb,trmael,trswel,tradvel,trafnvel,tdubxl,btravel,traveln,trabbvel,dbfkqu,kimond
387,1,TRENCH,trench,rtench,ternch,trenhc,trcneh,tcenrh,trech,trenc,trch,rtnehc,nchtre,nch,erthcn,ntcrhe,thcner,arench,trebch,trencx,trmech,trisch,treqnch,tredonch,towlyh,utrench,trenchw,trezznch,iumpzf,islago
388,1,TRIFLE,trifle,rtifle,trilfe,trifel,trlfie,tlifre,trfle,trifl,trle,rtfiel,fletri,fle,irtelf,ftlrei,telfir,arifle,tsifle,triflx,triafe,trgole,triwfle,triazfle,tzjbqe,dtrifle,trifley,triwwfle,dugwkm,vascon
389,1,TRIPLE,triple,rtiple,trpile,tripel,trlpie,tlipre,trile,tripl,trle,rtpiel,pletri,ple,irtelp,ptlrei,telpir,qriple,twiple,triplw,trispe,trukle,triyple,trivkple,twmnze,striple,tripley,trinnple,gfyboq,vaunco
390,1,TROPHY,trophy,rtophy,trohpy,tropyh,tporhy,thopry,tropy,troph,trhy,rtpoyh,phytro,phy,ortyhp,pthryo,tyhpor,krophy,tnophy,trophn,trowpy,tralhy,troaphy,trofsphy,tsqnay,ntrophy,trophya,trovvphy,kfvmad,squade
391,1,TROPIC,tropic,rtopic,troipc,tropci,tporic,tioprc,troic,tropi,tric,rtpoci,pictro,pic,ortcip,ptirco,tcipor,nropic,tropfc,tropil,trdoic,trkeic,trodpic,tronfpic,tgjvuc,jtropic,tropicu,troxxpic,kxyzge,bulemn
392,1,TUMBLE,tumble,utmble,tumlbe,tumbel,tbmule,tlmbue,tumle,tumbl,tule,utbmel,bletum,ble,mutelb,btluem,telbmu,xumble,tumple,tumblr,tubrle,tupcle,tumhble,tumfrble,tkshze,ftumble,tumblek,tumrrble,oksijw,priand
393,1,TUNDRA,tundra,utndra,tnudra,tundar,turdna,trndua,tndra,tundr,tura,utdnar,dratun,dra,nutard,dtruan,tardnu,cundra,tfndra,tundrp,tnjdra,tuipra,tunmdra,tunlfdra,tpslga,itundra,tundrai,tunppdra,vipybe,ghesco
394,1,TURKEY,turkey,utrkey,tureky,turkye,tuekry,terkuy,turey,turke,tuey,utkrye,keytur,tur,rutyek,kteuyr,tyekru,wurkey,tujkey,turkev,turmky,tuspey,turvkey,turickey,tgnzdy,cturkey,turkeym,turwwkey,gihjxp,cabils
395,1,TURNIP,turnip,utrnip,tunrip,turnpi,tuinrp,tirnup,turip,turni,tuip,utnrpi,niptur,tur,rutpin,ntiupr,tpinru,gurnip,turnep,turnic,trcnip,tuaeip,turwnip,tursbnip,tvzylp,cturnip,turnipx,turxxnip,csqzhb,jackel
396,1,TUXEDO,tuxedo,utxedo,tuxdeo,tuxeod,texudo,tdxeuo,tuedo,tuxed,tudo,utexod,edotux,edo,xutode,etduox,todexu,juxedo,tuxmdo,tuxedf,tucxdo,tucido,tuxpedo,tuxybedo,tjqcfo,ptuxedo,tuxedor,tuxiiedo,pylchf,fragic
397,1,UTOPIA,utopia,tuopia,uotpia,utopai,utipoa,uiopta,uopia,utopi,utia,tupoai,piauto,pia,otuaip,puitao,uaipot,stopia,ufopia,utopib,uompia,utbdia,utowpia,utodvpia,udmsqa,jutopia,utopiaj,utoggpia,rgsxbv,nymbes
398,1,VANISH,vanish,avnish,vnaish,vanihs,vinash,vsniah,vansh,vanis,vash,avinhs,ishvan,ish,navhsi,ivsahn,vhsina,janish,vanieh,vanisd,vaneih,vaqcsh,vanqish,vanzeish,vjmdqh,evanish,vanishp,vanggish,odcztm,teldow
399,1,VECTOR,vector,evctor,vcetor,vectro,veotcr,vocter,vctor,vecto,veor,evtcro,torvec,vec,cevrot,tvoerc,vrotce,iector,vectyr,vectoi,vecptr,vewqor,vecytor,veczutor,vlkbqr,uvector,vectorm,vecddtor,apisqj,sabink
400,1,VERIFY,verify,evrify,veirfy,veriyf,vefiry,vfriey,verfy,verif,vefy,eviryf,ifyver,ify,revyfi,ivfeyr,vyfire,xerify,venify,verift,veisfy,veudfy,verbify,verkbify,vaguty,tverify,verifys,verwwify,hxpobw,dobast
401,1,VICTOR,victor,ivctor,vcitor,victro,vtcior,voctir,victr,victo,vior,ivtcro,torvic,vic,civrot,tvoirc,vrotci,yictor,viftor,victoz,viscor,vihdor,vicltor,vicfntor,vghdkr,xvictor,victore,vichhtor,wblsfg,klague
402,1,VIOLET,violet,ivolet,vioelt,violte,vloiet,veolit,violt,viole,viet,ivlote,letvio,vio,oivtel,lveito,vteloi,piolet,vijlet,violeh,vihoet,vixmet,viodlet,viopnlet,vbnfht,kviolet,violeth,viokklet,bjsncd,crangs
403,1,VOLUME,volume,ovlume,vloume,voluem,vulome,vmluoe,voume,volum,vome,ovulem,umevol,ume,lovemu,uvmoel,vemulo,rolume,vobume,volumq,voliue,voqcme,volnume,volpzume,vdcaqe,yvolume,volumef,volccume,xfbpja,crangy
404,1,VORTEX,vortex,ovrtex,voretx,vortxe,voetrx,vertox,votex,vorte,voex,ovtrxe,texvor,vor,rovxet,tveoxr,vxetro,fortex,vqrtex,vortey,vojrex,voucex,vorbtex,vorijtex,vzucfx,qvortex,vortexi,vorsstex,pmchks,cynams
405,1,VOYAGE,voyage,ovyage,vyoage,voyaeg,vayoge,vgyaoe,vyage,voyag,voge,ovayeg,agevoy,voy,yovega,avgoey,vegayo,woyage,voykge,voyagn,voapge,vokrge,voyqage,voysmage,vtnuxe,rvoyage,voyageu,voymmage,blxujs,drinch
406,1,VULGAR,vulgar,uvlgar,vulagr,vulgra,vgluar,valgur,vular,vulga,vuar,uvglra,garvul,gar,luvrag,gvaurl,vraglu,hulgar,vuwgar,vulgay,vugmar,vutsar,vulmgar,vulingar,vfwicr,nvulgar,vulgarc,vulkkgar,hosmbc,dosect
407,1,WALNUT,walnut,awlnut,wlanut,walntu,wnlaut,wulnat,wlnut,walnu,waut,awnltu,nutwal,wal,lawtun,nwuatl,wtunla,ialnut,wclnut,walnux,wanmut,warsut,walenut,walpxnut,wvpdrt,zwalnut,walnutg,waljjnut,myiqch,bicher
408,1,WANDER,wander,awnder,wnader,wandre,wdnaer,wendar,waner,wande,waer,awdnre,derwan,der,nawred,dwearn,wredna,lander,wanter,wandeq,waqner,waqyer,wanmder,wanjyder,wvbzhr,fwander,wanderq,wanqqder,gptfqv,oblict
409,1,WEALTH,wealth,ewalth,weatlh,wealht,wetlah,wtaleh,weath,wealt,weth,ewlaht,lthwea,wea,aewhtl,lwteha,whtlae,cealth,weulth,wealtc,wefath,wegzth,weadlth,weajglth,wsiyoh,rwealth,wealthq,weayylth,jbpork,gobrid
410,1,WEAPON,weapon,ewapon,waepon,weapno,weopan,woapen,wapon,weapo,weon,ewpano,ponwea,pon,aewnop,pwoena,wnopae,reapon,weaphn,weapok,wepzon,wefjon,weampon,weaxtpon,wszlkn,bweapon,weaponh,weaiipon,fxgvkz,flichs
411,1,WICKED,wicked,iwcked,wciked,wickde,wkcied,weckid,wiced,wicke,wied,iwkcde,kedwic,wic,ciwdek,kweidc,wdekci,sicked,wiched,wicken,wirced,wimned,wicyked,wichgked,wqhmld,awicked,wickedm,wicaaked,frylmu,flagus
412,1,WICKER,wicker,iwcker,wicekr,wickre,wkcier,weckir,wickr,wicke,wier,iwkcre,kerwic,ker,ciwrek,kweirc,wrekci,xicker,wicder,wickeu,wicskr,wijuer,wicqker,wicdyker,wbnfhr,dwicker,wickern,wicnnker,phqbdz,supong
413,1,WINTER,winter,iwnter,witner,wintre,wtnier,wentir,wnter,winte,wier,iwtnre,terwin,ter,niwret,tweirn,wretni,uinter,winmer,winteu,winstr,wioher,winkter,winycter,wbjfhr,owinter,wintero,winmmter,xacmhp,pousal
414,1,WONDER,wonder,ownder,wnoder,wondre,wdnoer,wendor,wnder,wonde,woer,owdnre,derwon,der,nowred,dweorn,wredno,uonder,wondpr,wondeq,wodcer,woxyer,wonzder,wonphder,wamjbr,vwonder,wonderp,wonaader,xhclzj,fumals
415,1,WREATH,wreath,rweath,werath,wreaht,wrtaeh,wtearh,wreth,wreat,wrth,rwaeht,athwre,wre,erwhta,awtrhe,whtaer,freath,wrealh,wreatu,wrajth,wrulth,wrenath,wrexmath,wlmjbh,vwreath,wreathd,wrekkath,dnmoxq,cubino
416,1,WRENCH,wrench,rwench,wrecnh,wrenhc,wrcneh,wcenrh,wrech,wrenc,wrch,rwnehc,nchwre,nch,erwhcn,nwcrhe,whcner,srench,wrengh,wrenca,wrnzch,wrpach,wreinch,wrexunch,wtodbh,qwrench,wrenchz,wremmnch,ikyqdo,imbust
417,1,WRETCH,wretch,rwetch,wrecth,wrethc,wrcteh,wcetrh,wreth,wretc,wrch,rwtehc,tchwre,tch,erwhct,twcrhe,whcter,qretch,wrdtch,wretcj,wrzech,wryoch,wredtch,wrelmtch,wagmqh,mwretch,wretchs,wrefftch,lkjvyg,pigasm
418,1,WRIGHT,wright,rwight,wirght,wrigth,wrhgit,whigrt,wrigt,wrigh,wrht,rwgith,ghtwri,wri,irwthg,gwhrti,wthgir,xright,wrigot,wrighd,wrgpht,wrdvht,wrioght,wrixfght,wdpxkt,pwright,wrighto,wrissght,ecoxyb,jackes
419,1,ZODIAC,zodiac,ozdiac,zdoiac,zodica,zoaidc,zadioc,zodac,zodia,zoac,ozidca,iaczod,iac,dozcai,izaocd,zcaido,rodiac,zohiac,zodiaj,zodjic,zontac,zodliac,zodpviac,zgpksc,rzodiac,zodiacb,zodlliac,nykmsu,struge
420,1,ZOMBIE,zombie,ozmbie,zmobie,zombei,zoibme,zimboe,zombe,zombi,zoie,ozbmei,biezom,zom,mozeib,bzioem,zeibmo,lombie,zqmbie,zombij,zmvbie,zojfie,zomvbie,zomrtbie,zwfpxe,dzombie,zombiew,zomvvbie,qcdtgu,vasult
501,0,ABOUNT,abount,baount,abuont,aboutn,abnuot,anoubt,aount,aboun,abnt,bauotn,untabo,unt,obatnu,uanbto,atnuob,vbount,abouit,abounh,abujnt,abxqnt,abosunt,abodpunt,aczfvt,pabount,abounth,aboggunt,bnegzq,jerish
502,0,WROUND,wround,rwound,worund,wroudn,wrnuod,wnourd,wroud,wroun,wrnd,rwuodn,undwro,wro,orwdnu,uwnrdo,wdnuor,hround,wroubd,wrouny,wruxnd,wrband,wrolund,wrobgund,wxgjtd,bwround,wroundl,wrozzund,ckosfh,thielf
503,0,DORUPT,dorupt,odrupt,dourpt,dorutp,dopurt,dpruot,dorut,dorup,dopt,odurtp,uptdor,upt,rodtpu,udpotr,dtpuro,xorupt,dorult,dorupy,douxpt,dofypt,dorxupt,dorwqupt,dfehkt,edorupt,doruptx,dorllupt,lhjroa,echinx
504,0,ABLINT,ablint,balint,ablnit,ablitn,ailbnt,anlibt,ablit,ablin,abnt,bailtn,intabl,abl,lbatni,ianbtl,atnilb,cblint,adlint,ablino,abelnt,abdznt,ablwint,ablxpint,aekxvt,jablint,ablinto,ableeint,qmzhkx,femour
505,0,ABSEND,absend,basend,abesnd,absedn,abnesd,ansebd,abend,absen,abnd,baesdn,endabs,abs,sbadne,eanbds,adnesb,pbsend,aysend,absenl,abevnd,abrmnd,absmend,abshqend,arqjpd,qabsend,absendi,abskkend,zhoscm,purtic
506,0,ANCUST,ancust,nacust,anucst,ancuts,aucnst,ascunt,acust,ancus,anst,naucts,ustanc,ust,cnatsu,uasntc,atsucn,gncust,ancuot,ancusp,achust,anezst,ancvust,ancieust,ayxdrt,jancust,ancusty,ancllust,cpkmgx,begiod
507,0,AVOIRE,avoire,vaoire,avorie,avoier,avrioe,aroive,avire,avoir,avre,vaioer,ireavo,avo,ovaeri,iarveo,aeriov,wvoire,avowre,avoirh,avipre,avsfre,avomire,avojyire,aqmkpe,gavoire,avoired,avoxxire,ltvcxq,tundly
508,0,ADVEIL,adveil,daveil,adviel,adveli,aevdil,aivedl,adeil,advei,adil,daevli,eiladv,eil,vdalie,eaidlv,alievd,wdveil,adneil,adveik,adeqil,adxkil,advueil,advuheil,awsbzl,sadveil,adveilf,advcceil,lypgtm,founch
509,0,ACRISE,acrise,carise,acrsie,acries,acsire,asrice,acrse,acris,acse,caires,iseacr,ise,rcaesi,iascer,aesirc,jcrise,awrise,acrisq,acvrse,acufse,acrkise,acrlgise,ahtgqe,oacrise,acrisex,acrkkise,xwmoeh,flound
510,0,ARGINO,argino,ragino,arigno,argion,arnigo,angiro,arino,argin,arno,raigon,inoarg,arg,graoni,ianrog,aonigr,ergino,arsino,argine,agqino,arevno,argxino,argekino,avpzyo,wargino,arginop,argssino,qfjnli,jesuld
511,0,ALCOUD,alcoud,lacoud,acloud,alcodu,aluocd,aucold,alcud,alcou,alud,laocdu,oudalc,alc,claduo,oauldc,aduocl,klcoud,agcoud,alcoup,aczoud,alqpud,alcfoud,alcfqoud,atmwyd,yalcoud,alcoudx,alcyyoud,cmbvkq,brefit
512,0,AIMOSY,aimosy,iamosy,aiomsy,aimoys,aisomy,asmoiy,aimsy,aimos,aisy,iaomys,osyaim,osy,miayso,oasiym,aysomi,wimosy,azmosy,aimost,aiotsy,aikqsy,aimeosy,aimjrosy,afpwcy,jaimosy,aimosyf,aimxxosy,nkjudb,flench
513,0,LOBUSH,lobush,olbush,loubsh,lobuhs,losubh,lsbuoh,loush,lobus,losh,olubhs,ushlob,ush,bolhsu,ulsohb,lhsubo,xobush,lobudh,lobusw,lbyush,lofqsh,lobeush,lobdfush,laedmh,qlobush,lobushx,lobyyush,lazdgr,tencia
514,0,ABOUNE,aboune,baoune,abonue,abouen,auobne,anoube,aboue,aboun,abne,bauoen,uneabo,une,obaenu,uanbeo,aenuob,lboune,avoune,abounf,abrone,abqine,abotune,abosrune,aithve,paboune,abounec,aboxxune,jelvif,chirts
515,0,ANCHID,anchid,nachid,anhcid,anchdi,ahcnid,aichnd,anhid,anchi,anid,nahcdi,hidanc,anc,cnadih,haindc,adihcn,ynchid,anckid,anchiq,acghid,antgid,ancrhid,ancvwhid,abxpvd,yanchid,anchidt,ancpphid,qzehwj,zlouge
516,0,ANIPER,aniper,naiper,ainper,anipre,apiner,aeipnr,aiper,anipe,aner,napire,perani,ani,inarep,paenri,arepin,cniper,aziper,anipeu,anicpr,anuyer,anicper,anihgper,acthyr,taniper,aniperc,anivvper,ypsfgq,thumsy
517,0,GUTICS,gutics,ugtics,gtuics,gutisc,gucits,gctius,gutis,gutic,gucs,ugitsc,icsgut,ics,tugsci,igcust,gscitu,eutics,guaics,guticm,guiwcs,gubncs,guteics,gutykics,gqokvs,pgutics,guticsx,gutppics,qvswpk,joverb
518,0,AUGEND,augend,uagend,augned,augedn,aunegd,angeud,auged,augen,aund,uaegdn,endaug,aug,guadne,eanudg,adnegu,hugend,augrnd,augenf,augqed,auwrnd,augqend,augpqend,ahbwjd,laugend,augendj,augttend,bmkqpj,prifly
519,0,ASPERT,aspert,sapert,apsert,aspetr,aepsrt,arpest,asert,asper,asrt,saeptr,ertasp,ert,psatre,earstp,atreps,uspert,aspfrt,aspern,asexrt,asfvrt,aspiert,aspjnert,aqlogt,laspert,aspertg,aspllert,pcybun,nimbug
520,0,ASLERT,aslert,salert,alsert,asletr,aelsrt,arlest,asert,asler,asrt,saeltr,ertasl,asl,lsatre,earstl,atrels,bslert,aslwrt,aslern,asluet,askdrt,aslcert,aslpzert,awuikt,naslert,aslertz,aslccert,qzjcgu,uphind
521,0,ASYLEN,asylen,saylen,aslyen,asylne,alysen,aeylsn,asyln,asyle,asen,salyne,lenasy,asy,ysanel,laesny,anelys,zsylen,asjlen,asylec,aslxen,asvzen,asyhlen,asyqglen,ajwhon,rasylen,asylenq,asyttlen,wkyzsx,trioch
522,0,FITHOR,fithor,ifthor,fihtor,fithro,fhtior,fothir,fitor,fitho,fior,ifhtro,horfit,hor,tifroh,hfoirt,frohti,eithor,fitaor,fithox,fiheor,fidyor,fitwhor,fitevhor,fxkyer,efithor,fithorg,fitcchor,vxpeum,puscle
523,0,AUTIDO,autido,uatido,auitdo,autiod,aitudo,adtiuo,auido,autid,audo,uaitod,idoaut,ido,tuaodi,iaduot,aoditu,yutido,autgdo,autidv,atnido,auhgdo,autfido,autcsido,afryso,sautido,autidoh,autqqido,rkcvmy,brench
524,0,YACEUP,yaceup,ayceup,ycaeup,yacepu,yauecp,yuceap,yceup,yaceu,yaup,ayecpu,eupyac,yac,caypue,eyuapc,ypueca,iaceup,ygceup,yaceug,yacmep,yarwup,yacieup,yaczgeup,yzgtdp,oyaceup,yaceupk,yacffeup,bqdaup,wimond
525,0,LONTER,lonter,olnter,lnoter,lontre,loetnr,lentor,loter,lonte,loer,oltnre,terlon,lon,nolret,tleorn,lretno,vonter,lokter,lontej,loyner,lodber,loniter,lonciter,ljuksr,jlonter,lonterv,lonccter,jncqgz,sickah
526,0,BARCET,barcet,abrcet,bacret,barcte,bcraet,bercat,bacet,barce,baet,abcrte,cetbar,cet,rabtec,cbeatr,btecra,marcet,baycet,barcek,brncet,bapket,barlcet,barqucet,bilkot,ybarcet,barcetw,barkkcet,wfhapb,pudism
527,0,WHACON,whacon,hwacon,whcaon,whacno,wcahon,woachn,wacon,whaco,whon,hwcano,conwha,wha,ahwnoc,cwohna,wnocah,phacon,whacfn,whacoi,whdaon,whlzon,whabcon,whalicon,wpszmn,dwhacon,whaconb,whazzcon,grcuzm,gurble
528,0,VERALF,veralf,evralf,vrealf,verafl,varelf,vlraef,verlf,veral,velf,evarfl,alfver,alf,revfla,avlefr,vflare,meralf,vuralf,veralb,vrmalf,veztlf,verbalf,verzpalf,visoqf,tveralf,veralfo,vermmalf,pmtfdb,micton
529,0,BEFOLA,befola,ebfola,bfeola,befoal,bofela,blfoea,befoa,befol,bela,ebofal,olabef,bef,febalo,obleaf,balofe,jefola,btfola,befolg,bezfla,beyvla,befgola,befmuola,bsygca,sbefola,befolat,befvvola,udplbc,smitch
530,0,CELOND,celond,eclond,cleond,celodn,cenold,cnloed,clond,celon,cend,ecoldn,ondcel,ond,lecdno,ocnedl,cdnole,velond,ctlond,celona,cliond,ceyxnd,celbond,celtgond,czpjrd,ycelond,celondv,celiiond,dsqojk,kraish
531,0,GUSHOP,gushop,ugshop,gsuhop,gushpo,guohsp,goshup,gshop,gusho,guop,ughspo,hopgus,gus,sugpoh,hgoups,gpohsu,tushop,gyshop,gushoe,gusrhp,guyqop,gusmhop,gusvxhop,gxevwp,wgushop,gushopm,gusbbhop,mvdewk,ablect
532,0,FLEACK,fleack,lfeack,felack,fleakc,flcaek,fcealk,feack,fleac,flck,lfaekc,ackfle,fle,elfkca,afclke,fkcael,nleack,flejck,fleacb,flgeck,fljgck,flepack,flevpack,fhqmdk,yfleack,fleackq,fleppack,lokbcr,bridst
533,0,BLAUNE,blaune,lbaune,blanue,blauen,blnuae,bnaule,blune,blaun,blne,lbuaen,unebla,une,albenu,ubnlea,benual,vlaune,bladne,blauno,blvane,blckne,blatune,blahcune,bxvdqe,mblaune,blaunet,blakkune,rtdsnp,rimost
534,0,SUTHER,suther,usther,suhter,suthre,shtuer,sethur,sther,suthe,suer,ushtre,hersut,sut,tusreh,hseurt,srehtu,duther,sutner,suthem,stdher,sugler,sutvher,sutoxher,sfiycr,bsuther,sutherj,sutddher,irbkqg,kildom
535,0,BLUNDE,blunde,lbunde,blnude,bluned,bldnue,bdunle,blude,blund,blde,lbnued,ndeblu,blu,ulbedn,nbdleu,bednul,jlunde,blunie,blundt,buynde,blsyde,bluande,bluminde,bxoyge,kblunde,blundec,bluoonde,qwmajn,pocatz
536,0,ROUNCY,rouncy,oruncy,ronucy,rounyc,rnuocy,rcunoy,runcy,rounc,rocy,ornuyc,ncyrou,rou,uorycn,nrcoyu,rycnuo,wouncy,ropncy,rounck,ronacy,rozecy,roubncy,roulpncy,rvdfgy,brouncy,rouncyg,roubbncy,unzrsy,detalm
537,0,WRONCH,wronch,rwonch,wrocnh,wronhc,wrcnoh,wconrh,wroch,wronc,wrch,rwnohc,nchwro,wro,orwhcn,nwcrho,whcnor,mronch,wrongh,wronce,wrnych,wrkvch,wrotnch,wrofznch,wefzgh,lwronch,wronchv,wrottnch,osjuwy,islage
538,0,BREALI,breali,rbeali,braeli,breail,baerli,bleari,breli,breal,brli,rbaeil,alibre,ali,erbila,ablrie,bilaer,dreali,bweali,brealo,brpeli,brdcli,brezali,breodali,bvtdqi,ubreali,brealid,bressali,mkczps,jockup
539,0,WREASH,wreash,rweash,wresah,wreahs,wrsaeh,wsearh,wreah,wreas,wrsh,rwaehs,ashwre,wre,erwhsa,awsrhe,whsaer,jreash,wrxash,wreasu,welash,wruxsh,wrezash,wremcash,wdfqnh,dwreash,wreasho,wrejjash,vsrubo,poungy
540,0,BRUATS,bruats,rbuats,brauts,bruast,brtaus,btuars,bruas,bruat,brts,rbaust,atsbru,bru,urbsta,abtrsu,bstaur,kruats,bruavs,bruatd,bumats,brkyts,brupats,brupoats,bongcs,dbruats,bruatsv,bruddats,jlnakw,lovich
541,0,FRUDGE,frudge,rfudge,frduge,frudeg,fdurge,fgudre,frude,frudg,frge,rfdueg,dgefru,fru,urfegd,dfgreu,fegdur,qrudge,frpdge,frudgh,fruade,frnhge,fruvdge,frucadge,fzlqoe,sfrudge,frudget,fruoodge,zvwkgh,hackon
542,0,BROGET,broget,rboget,broegt,brogte,bgoret,beogrt,broet,broge,bret,rbgote,getbro,bro,orbteg,gberto,btegor,kroget,brolet,brogem,brgset,brwhet,browget,brokyget,bijmat,qbroget,brogetn,brozzget,ewcjsm,sicand
543,0,BEFACH,befach,ebfach,beafch,befahc,becafh,bcfaeh,befah,befac,bech,ebafhc,achbef,bef,febhca,abcehf,bhcafe,kefach,berach,befacg,bedfch,belkch,befjach,befktach,blxnzh,vbefach,befachj,befttach,pnozhd,ginsom
544,0,BROAKE,broake,rboake,borake,broaek,baorke,bkoare,broae,broak,brke,rbaoek,akebro,bro,orbeka,abkreo,bekaor,lroake,broaxe,broakq,botake,brfjke,broiake,brohwake,byfgje,ybroake,broakey,brommake,poukwv,dulign
545,0,BRUIDO,bruido,rbuido,brudio,bruiod,brdiuo,bduiro,brido,bruid,brdo,rbiuod,idobru,bru,urbodi,ibdrou,bodiur,yruido,bruipo,bruidc,brzudo,brtjdo,brupido,bruzaido,bmalyo,wbruido,bruidoh,bruyyido,bijmyv,malkes
546,0,BUCLEY,bucley,ubcley,bculey,buclye,blcuey,becluy,bucly,bucle,buey,ublcye,leybuc,buc,cubyel,lbeuyc,byelcu,tucley,bucqey,bucleo,buliey,buhzey,buczley,bucxtley,bmvhzy,kbucley,bucleyx,buczzley,hsowbf,radign
547,0,RUCKLY,ruckly,urckly,rcukly,ruckyl,rulkcy,rlckuy,rucky,ruckl,ruly,urkcyl,klyruc,ruc,curylk,krluyc,rylkcu,zuckly,rudkly,rucklh,rucoky,rujxly,rucfkly,rucxhkly,rmifzy,aruckly,rucklyd,ructtkly,wjbrno,dwaise
548,0,TONDLE,tondle,otndle,tnodle,tondel,toldne,tlndoe,tndle,tondl,tole,otdnel,dleton,dle,noteld,dtloen,teldno,zondle,tondve,tondlr,toqnle,tobyle,tonmdle,tonfpdle,tmkjae,mtondle,tondleu,tonmmdle,qcjmth,buyism
549,0,BANZER,banzer,abnzer,bnazer,banzre,baeznr,benzar,bazer,banze,baer,abznre,zerban,zer,nabrez,zbearn,brezna,lanzer,banzcr,banzep,banwzr,bamger,banqzer,banvyzer,bcjkdr,tbanzer,banzero,banffzer,avgrxs,fictos
550,0,BURPON,burpon,ubrpon,buropn,burpno,bpruon,borpun,bupon,burpo,buon,ubprno,ponbur,pon,rubnop,pbounr,bnopru,yurpon,burwon,burpoa,burmpn,buadon,burzpon,burzjpon,bjtfcn,iburpon,burponh,burccpon,xwamkq,hysect
551,0,MUSHED,mushed,umshed,muhsed,mushde,mhsued,meshud,mushd,mushe,mued,umhsde,hedmus,hed,sumdeh,hmeuds,mdehsu,jushed,musred,mushej,muhied,mujved,musched,musinhed,mvkqgd,pmushed,mushedz,mustthed,jmwxyr,iglora
552,0,FUNTLE,funtle,ufntle,fnutle,funtel,fultne,flntue,funte,funtl,fule,uftnel,tlefun,tle,nufelt,tfluen,feltnu,vuntle,frntle,funtlb,futmle,fuhwle,funstle,funortle,fdgpme,wfuntle,funtlec,funyytle,tdmowi,bayish
553,0,DUTIER,dutier,udtier,dtuier,dutire,dueitr,detiur,dtier,dutie,duer,uditre,ierdut,ier,tudrei,ideurt,dreitu,jutier,dutaer,dutiep,duioer,dugler,dutoier,dutkvier,dwcxar,gdutier,dutierc,dutaaier,dyqjkz,palmon
554,0,TANDLY,tandly,atndly,tadnly,tandyl,tdnaly,tlnday,tadly,tandl,taly,atdnyl,dlytan,dly,natyld,dtlayn,tyldna,jandly,tavdly,tandli,tagnly,taezly,tanbdly,tanhmdly,tgfcoy,ztandly,tandlyb,tanssdly,ywfjiz,cushem
